Feed N Plus 2A content,Reactor WAIT,H2 to HC,Reactor 1 Inlet Temp,Reactor 2 Inlet Temp,Reactor 3 Inlet Temp,Reactor 4 Inlet Temp,Reactor 1 Delta T,Reactor 2 Delta T,Reactor 3 Delta T,Reactor 4 Delta T,Reactor 1 Delta P,Reactor 2 Delta P,Reactor 3 Delta P,Reactor 4 Delta P,Seperator Pressure,Seperator Temperature,Recycle gas purity,Net gas Hydrogen Purity,Coke on Spent Catalyst,Chloride Injection rate,Total Paraffins in feed,Total Naphthenes in feed,Total Aromatics in feed,Total olefins in Feed,Reactor LHSV,Feed IBP,50% IBP,WABT,Plant C5PlusYield
48.65,988.88,3.48,983.14,989.01,988.73,997.77,165.08,107.82,71.96,44.18,0.66,2.68,2.74,3,35.93,100.19,83.58,87.7,4.09,1.97,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.15,84.91
48.65,988.88,3.48,983.97,988.16,988.31,995.98,165.95,107.72,72.06,43.61,0.66,2.68,2.72,3.05,35.84,99.54,83.58,87.7,4.09,1.99,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.15,84.91
48.65,989.95,3.47,979.42,988.06,989.71,992.96,162.49,108.04,73.41,41.92,0.62,2.66,2.71,2.97,35.72,98.63,83.58,87.7,4.09,1.99,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.86,85.5
48.65,989.95,3.47,983.31,989.11,988.68,994.67,165.73,109.21,72.01,42.52,0.64,2.66,2.7,3.11,35.61,98.51,83.58,87.7,4.09,1.99,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.86,85.5
48.65,990.01,3.48,983.63,989.02,988.18,995.79,165.92,109.01,71.9,43.3,0.61,2.64,2.69,3.03,35.15,99.39,83.58,87.7,4.09,2.01,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.67,86.02
48.65,990.01,3.48,984.55,989.07,988.21,996.5,166.66,108.45,71.74,44.09,0.61,2.63,2.71,3.06,35.35,98.3,83.58,87.7,4.09,2,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.67,86.02
48.89,989.8,3.47,984.04,987.79,987.78,996.51,166.25,106.89,71.91,44.27,0.61,2.63,2.69,3.09,35.53,97.51,83.58,87.7,4.09,2.01,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.47,84.3
48.89,989.8,3.47,984.18,988.61,987.73,996.34,166.3,107.83,71.7,43.92,0.63,2.64,2.7,3.1,35.53,97.04,83.58,87.7,4.09,2,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.47,84.3
48.89,989.85,3.5,983.95,987.71,987.84,996.32,166.27,107.39,72.23,44.27,0.62,2.64,2.68,3.07,35.42,96.88,83.58,87.7,4.09,2.02,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.94,84.9
48.89,989.85,3.5,984.88,988.34,987.74,996.21,167.45,107.9,72.46,44.59,0.61,2.62,2.68,3.04,35.49,96.57,83.58,87.7,4.09,2.01,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.94,84.9
48.89,989.76,3.56,984.7,986.61,986.9,995.58,167.43,106.25,71.88,44.39,0.6,2.6,2.68,3.06,35.63,96.02,83.58,87.7,4.09,2.01,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.7,84.82
48.89,989.76,3.56,983.87,986.29,987.4,995.58,166.57,105.84,72.38,44.37,0.6,2.61,2.67,3.03,35.41,95.52,83.58,87.7,4.09,2.02,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.7,84.82
48.89,989.28,3.53,983.14,987.42,986.48,994.93,165.7,106.84,71.89,44.06,0.6,2.6,2.68,3.06,35.07,98.51,83.58,87.7,4.09,2.02,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.25,84.89
48.89,989.28,3.53,983.06,986.33,986.46,994.53,165.43,105.04,72.28,44.63,0.61,2.62,2.7,3.01,35.4,98.84,83.58,87.7,4.09,2.04,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.25,84.89
48.89,989.02,3.48,984.76,989.9,989.34,998.61,165.59,116.18,71.96,45.02,0.66,2.64,2.73,3.12,35.6,100.8,83.58,87.7,4.09,2.03,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.18,84.3
48.89,989.02,3.48,981.75,989.52,990.6,993.21,163.92,115.37,73.88,42.68,0.66,2.67,2.73,2.62,35.25,103.04,83.58,87.7,4.09,2.06,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.18,84.3
48.89,989.88,3.42,976.44,983.19,984.82,992.12,160.08,121.21,70.25,42.17,0.65,2.64,2.65,2.53,34.83,104.66,83.58,87.7,4.09,2.07,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.17,84.82
48.89,989.88,3.42,989.39,988.77,991.91,999.06,167.38,112,72.32,42.94,0.7,2.72,2.75,2.99,34.87,105.85,83.58,87.7,4.09,2.03,62.34,25.71,11.59,0.13,1.71,196.67,253.78,944.17,84.82
48.89,988.05,3.31,983.26,988.78,989.43,996.36,163.26,109.5,71.66,43.15,0.68,2.69,2.74,3.03,35.45,105.25,83.58,87.7,4.09,2.04,62.34,25.71,11.59,0.13,1.71,196.67,253.78,942.79,85.61
48.89,988.05,3.31,983.03,990.66,991.22,995.48,162.58,107.86,72.62,42.14,0.69,2.71,2.74,2.6,35.45,106.64,83.58,87.7,4.09,2.03,62.34,25.71,11.59,0.13,1.71,196.67,253.78,942.79,85.61
48.89,990.16,3.36,982.76,989.41,990.15,993.9,163.1,113.06,71.9,41.55,0.66,2.67,2.74,2.82,35.27,105.08,83.58,87.7,4.09,1.97,62.34,25.71,11.59,0.13,1.71,196.67,253.78,945.64,85.83
48.37,990.16,3.36,982.57,990.12,988.33,994.99,162.8,104.26,71.33,43,0.69,2.68,2.74,2.85,35.08,105.92,83.58,87.7,4.09,2.01,63.05,24.69,11.84,0.12,1.72,196.63,252.94,945.64,85.83
48.37,990.07,3.46,983.49,989.95,989.88,996.22,162.87,108.24,71.57,42.25,0.69,2.66,2.76,2.8,35.1,105.42,83.58,87.7,4.09,1.99,63.05,24.69,11.84,0.12,1.72,196.63,252.94,945.98,84.85
48.37,990.07,3.46,984.17,992.19,990.66,993.35,163.1,110.11,70.63,39.78,0.7,2.68,2.76,2.96,35.22,104.89,83.58,87.7,4.09,2.02,63.05,24.69,11.84,0.12,1.72,196.63,252.94,945.98,84.85
48.37,990.14,3.46,985.31,992.28,990.35,991.89,164.1,110.94,70,39.11,0.69,2.69,2.76,3.17,35.36,104.59,83.58,87.7,4.09,2,63.05,24.69,11.84,0.12,1.72,196.63,252.94,945.29,84.75
48.37,990.14,3.46,983.95,991.69,990.91,990.55,162.89,109.82,71.19,39.01,0.7,2.72,2.76,3.13,35.61,104.35,83.58,87.7,4.09,1.99,63.05,24.69,11.84,0.12,1.72,196.63,252.94,945.29,84.75
48.37,990.21,3.33,983.13,993.36,990.41,991.37,162.52,111.14,70.62,39.41,0.68,2.7,2.77,3.06,35.36,104.17,83.58,87.7,4.09,1.99,63.05,24.69,11.84,0.12,1.72,196.63,252.94,945.46,85.58
48.37,990.21,3.33,983.86,990.17,990.41,994.74,162.95,108.24,70.38,41.18,0.66,2.68,2.75,3.14,35.35,103.56,83.58,87.7,4.09,2.01,63.05,24.69,11.84,0.12,1.72,196.63,252.94,945.46,85.58
48.37,990.01,3.47,984.18,990.08,990.54,995.11,162.97,107.93,71.01,41.7,0.68,2.7,2.76,3.14,35.13,105.1,83.58,87.7,4.09,2.01,63.05,24.69,11.84,0.12,1.72,196.63,252.94,945.03,85.14
48.37,990.01,3.47,983.62,989.58,990.35,994.06,162.91,107.2,70.87,40.93,0.69,2.69,2.75,3.16,35.52,103.01,83.58,87.7,4.09,2,63.05,24.69,11.84,0.12,1.72,196.63,252.94,945.03,85.14
48.21,990.1,3.5,983.08,991.59,989.27,994.88,161.85,109.16,69.59,41.1,0.69,2.72,2.76,3.17,35.77,102.33,83.58,87.7,4.09,1.99,62.77,25.05,11.58,0.12,1.72,196.71,252.94,945.37,84.94
48.21,990.1,3.5,982.96,988.88,989.3,995.43,161.86,106.94,70.01,41.6,0.7,2.69,2.76,3.13,35.58,103.35,83.58,87.7,4.09,1.98,62.77,25.05,11.58,0.12,1.72,196.71,252.94,945.37,84.94
48.21,990.02,3.53,984.87,989.92,989.05,994.36,163.73,107.35,70.16,41.61,0.7,2.71,2.76,2.96,35.33,103.72,83.58,87.7,4.09,2.02,62.77,25.05,11.58,0.12,1.72,196.71,252.94,945.23,85.21
48.21,990.02,3.53,984.77,990.87,988.91,994.3,163.41,108.72,69.52,41.26,0.68,2.73,2.74,3.14,35.59,102.67,83.58,87.7,4.09,1.95,62.77,25.05,11.58,0.12,1.72,196.71,252.94,945.23,85.21
48.21,990.14,3.56,984.08,989.95,988.35,995.71,162.55,107.72,69.08,41.72,0.69,2.7,2.78,3.14,35.8,101.53,83.58,87.7,4.09,2.02,62.77,25.05,11.58,0.12,1.72,196.71,252.94,944.97,85.15
48.21,990.14,3.56,985.39,990.97,989.03,993.69,164.01,108.27,69.35,41.12,0.69,2.7,2.77,3.1,35.48,102.51,83.58,87.7,4.09,2.02,62.77,25.05,11.58,0.12,1.72,196.71,252.94,944.97,85.15
48.21,990.1,3.59,983.51,992.14,990.34,994.76,162.23,109.26,70.15,40.57,0.68,2.74,2.75,3.07,35.69,102.42,83.58,87.7,4.09,2.05,62.77,25.05,11.58,0.12,1.72,196.71,252.94,945.11,84.91
48.21,990.1,3.59,981.86,990.61,989.49,993.02,161.24,108.83,69.57,40.23,0.66,2.72,2.76,2.89,35.47,102.94,83.58,87.7,4.09,2.03,62.77,25.05,11.58,0.12,1.72,196.71,252.94,945.11,84.91
48.21,989.94,3.55,982.37,991.6,990.85,990.36,161.75,118.44,70.4,38.82,0.68,2.72,2.78,2.82,35.41,104.13,83.58,87.7,4.09,2.04,62.77,25.05,11.58,0.12,1.72,196.71,252.94,944.78,85.26
48.21,989.94,3.55,982.25,992.86,992.06,988.1,161.23,118.75,70.22,36.83,0.68,2.74,2.79,2.61,35.25,105.96,83.58,87.7,4.09,2.03,62.77,25.05,11.58,0.12,1.72,196.71,252.94,944.78,85.26
48.21,990.09,3.32,983.89,992.9,992.61,991,161.91,129.11,69.94,37.77,0.7,2.72,2.79,2.63,35.04,107.02,83.58,87.7,4.09,2.1,62.77,25.05,11.58,0.12,1.72,196.71,252.94,943.92,86.11
48.21,990.09,3.32,982.19,992.96,993.07,993.73,160.38,115.75,70.19,38.74,0.72,2.72,2.77,2.75,35.04,107.95,83.58,87.7,4.09,2.05,62.77,25.05,11.58,0.12,1.72,196.71,252.94,943.92,86.11
48.21,989.93,3.46,983.81,991.9,992.41,995.91,162.04,110.28,70.13,40.53,0.72,2.71,2.75,2.7,35.07,107.63,83.58,87.7,4.09,2.03,62.77,25.05,11.58,0.12,1.72,196.71,252.94,944.21,85.28
48.21,989.93,3.46,983.8,990.4,991.55,996.17,162.1,106.39,69.81,41.17,0.72,2.76,2.79,2.71,35.68,105.94,83.58,87.7,4.09,2.04,62.77,25.05,11.58,0.12,1.72,196.71,252.94,944.21,85.28
48.21,989.97,3.36,984.19,992.77,992.87,994.59,162.32,113.61,70.13,40.11,0.71,2.73,2.79,3.05,35.75,105.76,83.58,87.7,4.09,1.98,62.77,25.05,11.58,0.12,1.72,196.71,252.94,944.96,84.72
48.21,989.97,3.36,985.07,990.47,991.32,991.64,163.22,106.75,69.3,39.14,0.72,2.72,2.77,3.12,35.83,104.7,83.58,87.7,4.09,2.01,62.77,25.05,11.58,0.12,1.72,196.71,252.94,944.96,84.72
48.85,990.17,3.56,983.08,991.85,991.55,991.81,161.83,107.98,69.6,38.81,0.73,2.72,2.78,3.06,35.99,104.35,83.58,87.7,4.09,2.02,62.69,25.09,11.88,0.12,1.72,197.04,252.96,945.47,84.74
48.85,990.17,3.56,982.24,991.59,991.23,991.37,160.83,107.07,68.59,38.33,0.72,2.74,2.79,2.67,36,104.61,83.58,87.7,4.09,2,62.69,25.09,11.88,0.12,1.72,197.04,252.96,945.47,84.74
48.85,990.1,3.58,983.83,992.37,991.96,991.69,162.1,108.43,69.34,38.49,0.72,2.72,2.79,2.72,35.89,103.93,83.58,87.7,4.09,2.01,62.69,25.09,11.88,0.12,1.72,197.04,252.96,945.82,84.64
48.85,990.1,3.58,984.48,993.56,992.5,991.53,161.86,111.52,69.44,37.94,0.7,2.73,2.77,3.16,35.82,102.98,83.58,87.7,4.09,2,62.69,25.09,11.88,0.12,1.72,197.04,252.96,945.82,84.64
48.85,989.93,3.56,984.84,994.52,993.49,989.81,162.14,111.09,70.51,37.45,0.7,2.7,2.79,3.1,35.72,102.18,83.58,87.7,4.09,2,62.69,25.09,11.88,0.12,1.72,197.04,252.96,945.61,84.97
48.85,989.93,3.56,984.47,993.06,991.35,991.23,161.29,110.18,68.44,38.34,0.69,2.73,2.78,3.17,35.81,103.23,83.58,87.7,4.09,2.02,62.69,25.09,11.88,0.12,1.72,197.04,252.96,945.61,84.97
48.85,990.08,3.55,983.65,992.67,991.73,991.93,161.06,107.52,69.01,39.09,0.69,2.7,2.77,3.12,35.51,103.72,83.58,87.7,4.09,1.98,62.69,25.09,11.88,0.12,1.72,197.04,252.96,945.88,85.33
48.85,990.08,3.55,984.22,993.5,991.88,992.64,161.75,107.58,69.37,38.99,0.67,2.7,2.76,2.92,35.62,101.31,83.58,87.7,4.09,2.01,62.69,25.09,11.88,0.12,1.72,197.04,252.96,945.88,85.33
49.13,990.04,3.55,983.92,992.62,991.67,992.67,162.07,108.37,69.91,40.41,0.67,2.69,2.73,3.08,35.75,100.47,83.58,87.7,4.09,2.01,62.93,24.35,12.39,0.12,1.72,197.76,253.73,945.94,85.02
49.13,990.04,3.55,983.05,991.98,990.73,995.18,160.85,107.87,69.46,41.05,0.67,2.7,2.75,3.15,35.79,99.51,83.58,87.7,4.09,2.01,62.93,24.35,12.39,0.12,1.72,197.76,253.73,945.94,85.02
49.13,990.14,3.55,982.1,993.72,992.42,990.57,160.87,109.85,70.64,38.32,0.69,2.68,2.78,3.05,35.67,100.75,83.58,87.7,4.09,2.02,62.93,24.35,12.39,0.12,1.72,197.76,253.73,945.53,85.35
49.13,990.14,3.55,983.46,994.11,991.87,987.45,161.59,110.3,69.26,36.18,0.68,2.68,2.76,3.07,35.8,98.47,83.58,87.7,4.09,2.02,62.93,24.35,12.39,0.12,1.72,197.76,253.73,945.53,85.35
49.13,990.02,3.57,983.91,994.76,992.06,990.78,161.85,110.4,69.2,37.69,0.71,2.69,2.76,2.7,35.68,99.1,83.58,87.7,4.09,2.02,62.93,24.35,12.39,0.12,1.72,197.76,253.73,945.43,85.2
49.13,990.02,3.57,982.56,993.05,992.36,992.7,160.8,109.9,69.97,38.79,0.68,2.68,2.76,2.77,35.67,100.78,83.58,87.7,4.09,2.03,62.93,24.35,12.39,0.12,1.72,197.76,253.73,945.43,85.2
49.13,989.9,3.55,981.81,993.2,992.9,991.04,160.56,108.32,70.39,37.69,0.67,2.69,2.75,2.53,35.79,99.7,83.58,87.7,4.09,2.03,62.93,24.35,12.39,0.12,1.72,197.76,253.73,945.27,85.28
49.13,989.9,3.55,983.91,993.97,992.36,990.15,161.69,110.6,69.06,37.37,0.68,2.69,2.77,3.1,35.76,99.71,83.58,87.7,4.09,2.05,62.93,24.35,12.39,0.12,1.72,197.76,253.73,945.27,85.28
49.13,989.87,3.53,983.36,994.1,992.52,990.47,161.13,117.37,69.59,38.22,0.67,2.66,2.77,3.02,35.57,100.92,83.58,87.7,4.09,2.06,62.93,24.35,12.39,0.12,1.72,197.76,253.73,945.17,85.28
49.13,989.87,3.53,982.05,993.78,992.1,986.43,160.44,118.27,69.27,35.62,0.67,2.68,2.72,2.59,35.31,102.7,83.58,87.7,4.09,2.03,62.93,24.35,12.39,0.12,1.72,197.76,253.73,945.17,85.28
49.13,990.21,3.48,979.39,994.22,992.84,987.34,158.61,125.47,70.25,36.41,0.67,2.69,2.77,2.57,35.12,104.12,83.58,87.7,4.09,2.06,62.93,24.35,12.39,0.12,1.72,197.76,253.73,944.55,85.42
48.95,990.21,3.48,977.62,994.98,991.79,989.3,157.37,118.37,69.07,37.37,0.64,2.69,2.77,2.54,34.91,105.61,83.58,87.7,4.09,1.97,63.22,23.95,12.5,0.12,1.71,197.13,254.2,944.55,85.42
48.95,990.22,3.48,977.93,992.99,992.56,990.24,157.6,109.2,69.79,37.57,0.66,2.7,2.78,2.64,34.9,105.74,83.58,87.7,4.09,2.01,63.22,23.95,12.5,0.12,1.71,197.13,254.2,944.85,85.58
48.95,990.22,3.48,981.29,993.41,992,992.55,159.78,107.89,69.08,38.84,0.68,2.7,2.79,2.91,35.07,105.84,83.58,87.7,4.09,1.98,63.22,23.95,12.5,0.12,1.71,197.13,254.2,944.85,85.58
48.95,990.1,3.43,983.08,993.71,992.39,992.44,160.92,109.44,69.44,37.88,0.69,2.72,2.79,3.18,35.4,104.42,83.58,87.7,4.09,1.91,63.22,23.95,12.5,0.12,1.71,197.13,254.2,946.84,84.8
48.95,990.1,3.43,984.4,992.67,991.56,991.45,162.28,106.69,68.99,38.57,0.67,2.72,2.78,3.01,35.04,106.02,83.58,87.7,4.09,1.97,63.22,23.95,12.5,0.12,1.71,197.13,254.2,946.84,84.8
48.95,990.21,3.46,983.76,992.21,991.56,991.45,161.63,105.31,69.19,38.17,0.68,2.71,2.76,2.99,35.13,105.3,83.58,87.7,4.09,2,63.22,23.95,12.5,0.12,1.71,197.13,254.2,947.19,84.92
48.95,990.21,3.46,985.3,991.97,991.06,993.19,162.4,105.35,68.55,39.35,0.66,2.7,2.77,3.05,34.81,105.61,83.58,87.7,4.09,2.03,63.22,23.95,12.5,0.12,1.71,197.13,254.2,947.19,84.92
48.95,990.18,3.46,984.28,992.42,991.13,994.41,161.58,104.89,68.79,39.58,0.68,2.72,2.78,3.13,34.97,105.34,83.58,87.7,4.09,2.01,63.22,23.95,12.5,0.12,1.71,197.13,254.2,947.25,85
48.95,990.18,3.46,984,991.55,990.76,995.82,161.43,104.06,68.67,40.43,0.68,2.69,2.77,2.88,35.37,103.97,83.58,87.7,4.09,2.02,63.22,23.95,12.5,0.12,1.71,197.13,254.2,947.25,85
48.95,990.02,3.48,984.28,992.38,991.32,994.76,162.11,105.61,69.1,40.17,0.7,2.7,2.78,3.08,35.6,102.59,83.58,87.7,4.09,2,63.22,23.95,12.5,0.12,1.71,197.13,254.2,947.19,85.12
48.95,990.02,3.48,984.5,993.37,991.55,993.15,162.23,105.95,69.31,39,0.69,2.69,2.78,2.9,35.52,102.08,83.58,87.7,4.09,2,63.22,23.95,12.5,0.12,1.71,197.13,254.2,947.19,85.12
48.95,990.27,3.52,983.84,992.84,993.81,991.79,161.36,105.33,70.17,37.46,0.66,2.69,2.77,3.04,35.43,102.42,83.58,87.7,4.09,2.02,63.22,23.95,12.5,0.12,1.71,197.13,254.2,947.49,85.36
48.95,990.27,3.52,980.32,994.36,993.2,987.87,158.73,107.59,69.94,35.78,0.66,2.67,2.74,2.72,35.37,102.38,83.58,87.7,4.09,2.01,63.22,23.95,12.5,0.12,1.71,197.13,254.2,947.49,85.36
49.09,990.04,3.54,982.3,992.26,988.58,993.03,160.35,105.96,67.45,38.89,0.69,2.72,2.76,3.16,36.11,100.99,83.58,87.4,4.09,2.01,63.14,23.95,12.57,0.11,1.71,197.25,254.6,947.45,85.55
49.09,990.04,3.54,982.96,990.54,990.18,992.6,160.84,105.51,68.4,38.75,0.68,2.72,2.76,3.09,35.84,102.04,83.58,87.4,4.09,2,63.14,23.95,12.57,0.11,1.71,197.25,254.6,947.45,85.55
49.09,990.15,3.53,982.83,994.83,991.18,990.78,160.84,107.33,68.87,37.51,0.69,2.71,2.77,2.84,35.43,103.82,83.58,87.4,4.09,2.04,63.14,23.95,12.57,0.11,1.71,197.25,254.6,945.87,85.59
49.09,990.15,3.53,984.42,993.75,990.89,992.23,160.37,105.98,68.17,38.04,0.67,2.72,2.75,2.77,35.13,103.6,83.58,87.4,4.09,2.03,63.14,23.95,12.57,0.11,1.71,197.25,254.6,945.87,85.59
49.09,990.15,3.48,981.86,996.1,989.54,990.35,157.82,108.86,67.8,37.8,0.65,2.7,2.69,2.55,34.45,103.96,83.58,87.4,4.09,2.05,63.14,23.95,12.57,0.11,1.71,197.25,254.6,945.98,85.25
49.09,990.15,3.48,981.07,997.16,988.87,990.4,156.88,109.78,67.28,38.09,0.65,2.69,2.74,2.67,34.23,103.42,83.58,87.4,4.09,1.97,63.14,23.95,12.57,0.11,1.71,197.25,254.6,945.98,85.25
49.09,990.09,3.49,983.83,993.63,990.51,991.32,158.05,107.2,67.97,37.94,0.66,2.67,2.74,3.09,34.22,102.25,83.58,87.4,4.09,2.02,63.14,23.95,12.57,0.11,1.71,197.25,254.6,946.07,85.52
49.09,990.09,3.49,983.52,992.79,990.07,991.37,157.6,106.6,67.63,38.21,0.66,2.67,2.72,2.92,34.05,102.15,81.01,87.4,4.09,2.06,63.14,23.95,12.57,0.11,1.7,197.25,254.6,946.07,85.52
49.09,990.3,3.51,985.47,993.99,992.76,994.63,158.35,109.87,68.63,38.79,0.68,2.69,2.67,2.61,34.03,102.32,81.01,87.4,4.09,2.02,63.14,23.95,12.57,0.11,1.7,197.25,254.6,946.3,85.18
49.09,990.3,3.51,983.79,994.18,993.14,994.21,156.41,109.36,67.96,37.53,0.69,2.71,2.76,2.74,34.51,101.91,81.01,87.4,4.09,2.06,63.14,23.95,12.57,0.11,1.7,197.25,254.6,946.3,85.18
49.09,991.86,3.51,984.66,992.07,994.06,995.14,156.89,119.23,68.21,37.54,0.7,2.71,2.79,3.18,34.77,101.86,81.01,87.4,4.09,2.03,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.56,85.18
49.09,991.86,3.51,983.64,996.15,994.83,994.68,156.3,115.89,68.86,37.29,0.68,2.72,2.75,2.63,34.71,102.28,81.01,87.4,4.09,2.06,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.56,85.18
49.09,992.05,3.54,981.03,995.19,992.52,993.5,155.35,111.15,67.28,36.92,0.67,2.67,2.68,2.55,34.01,102.39,81.01,87.4,4.09,2.02,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.07,85.18
49.09,992.05,3.54,982.59,994.67,995.51,995.39,156.12,109.02,69.76,37.91,0.67,2.68,2.76,2.68,34.15,102.58,81.01,87.4,4.09,2,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.07,85.18
49.09,991.93,3.58,981.9,992.64,993.96,994.43,156.12,113.33,68.99,37.91,0.68,2.68,2.75,2.66,34.09,102.65,81.01,87.4,4.09,1.97,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.07,85.86
49.09,991.93,3.58,983.94,993.93,994.7,995.54,157.74,106,69.26,38.42,0.69,2.67,2.67,2.86,33.93,102.61,81.01,87.4,3.84,2.02,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.07,85.86
49.09,991.94,3.55,983.6,994.57,993.96,995.62,157.1,106.7,68.72,38.46,0.69,2.68,2.76,3.05,33.91,103.54,81.01,87.4,3.84,1.97,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.49,85.84
49.09,991.94,3.55,983.26,990.19,994.05,995.35,156.52,101.19,68.7,38.52,0.7,2.71,2.77,3.19,34.58,103.16,81.01,87.4,3.84,2,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.49,85.84
49.09,991.9,3.55,982.53,991.75,993.45,996.23,155.39,105.59,67.85,38.13,0.71,2.72,2.77,3.16,34.8,101.75,81.01,87.4,3.84,2.05,63.14,23.95,12.57,0.11,1.7,197.25,254.6,948.16,84.62
49.09,991.9,3.55,982.42,992.25,991.74,995.73,155.96,106.58,66.85,37.92,0.68,2.69,2.76,2.81,34.57,101.43,81.01,87.4,3.84,1.99,63.14,23.95,12.57,0.11,1.7,197.25,254.6,948.16,84.62
49.09,991.58,3.56,985.74,990.36,991.98,997.38,158.33,104.48,67.69,39.5,0.68,2.69,2.75,2.92,34.39,102.06,81.01,87.4,3.84,1.99,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.51,85
49.09,991.58,3.56,984.25,990.23,991.22,996.59,157.04,105.67,67.56,39.2,0.68,2.7,2.75,3.1,34.54,101.53,81.01,87.4,3.84,2,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.51,85
49.09,991.48,3.57,984.32,990.12,993.74,996.81,156.4,103.99,68.43,38.3,0.67,2.67,2.76,3.15,34.8,100.19,81.01,87.4,3.84,1.98,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.49,85.1
49.09,991.48,3.57,984.28,990.71,992.24,996.56,157.08,104.65,68.3,38.97,0.66,2.67,2.74,3.14,34.82,99.04,81.01,87.4,3.84,1.99,63.14,23.95,12.57,0.11,1.7,197.25,254.6,947.49,85.1
47.25,991.47,3.58,985.83,989.69,992.3,996.8,158.12,103.05,68.27,39.06,0.65,2.68,2.73,3.15,34.79,98.1,81.01,87.4,3.84,2,65.14,21.73,12.76,0.11,1.69,197.25,254.6,947.53,85.15
47.25,991.47,3.58,986.69,990.7,992.43,997.33,159.03,104.29,68.48,39.61,0.65,2.66,2.73,3.1,34.62,97.49,81.01,87.4,3.84,2.01,65.14,21.73,12.76,0.11,1.69,197.25,254.6,947.53,85.15
47.25,991.73,3.58,986.38,990.21,992.66,996.92,157.91,103.27,68.3,38.8,0.67,2.69,2.75,3.14,35.13,97.15,81.01,87.4,3.84,1.99,65.14,21.73,12.76,0.11,1.69,197.25,254.6,947.65,85.06
47.25,991.73,3.58,986.44,989.43,992.3,997.2,158.11,103.05,67.91,38.65,0.67,2.69,2.77,3.14,35.14,96.71,81.01,87.4,3.84,1.99,65.14,21.73,12.76,0.11,1.69,197.25,254.6,947.65,85.06
47.25,991.7,3.52,985.69,989.58,992.85,996.59,157.49,103.49,68.4,38.32,0.67,2.66,2.75,3.1,35.24,95.94,81.01,87.4,3.84,1.98,65.14,21.73,12.76,0.11,1.69,197.25,254.6,947.32,85.56
47.25,991.7,3.52,984.11,988.53,991.65,996.92,155.68,102.53,67.4,38.49,0.69,2.69,2.76,3.18,35.41,95.56,81.01,87.4,3.84,2.03,65.14,21.73,12.76,0.11,1.69,197.25,254.6,947.32,85.56
47.25,991.45,3.58,987.03,989.56,992.06,996.63,158.97,105.68,68.08,38.52,0.69,2.68,2.74,3.13,35.49,94.84,81.01,87.4,3.84,2.01,65.14,21.73,12.76,0.11,1.69,197.25,254.6,947.07,85.66
47.25,991.45,3.58,987.17,988.76,991.68,997.51,158.96,105.22,67.57,39.3,0.69,2.7,2.75,2.99,35.46,94.91,81.01,87.4,3.84,2.07,65.14,21.73,12.76,0.11,1.69,197.25,254.6,947.07,85.66
47.25,991.57,3.61,986.25,992.69,992.44,995.66,157.57,115.82,66.75,37.12,0.7,2.71,2.77,2.99,35.49,95.7,81.01,87.4,3.84,2.02,65.14,21.73,12.76,0.11,1.69,197.25,254.6,946.82,85.56
47.25,991.57,3.61,985.02,998.13,994.72,991.78,156.51,117.26,66.31,33.83,0.7,2.73,2.78,2.99,35.37,96.43,81.01,87.4,3.84,2.03,65.14,21.73,12.76,0.11,1.69,197.25,254.6,946.82,85.56
47.25,991.83,3.45,985.39,996.79,994.66,987.89,157.08,123.26,67.1,32.52,0.7,2.72,2.8,2.91,35.14,97.27,81.01,87.4,3.84,2.08,65.14,21.73,12.76,0.11,1.69,197.25,254.6,946.53,86.01
47.25,991.83,3.45,985.51,994.52,995.15,992.08,157.01,113.2,67.76,35.47,0.69,2.73,2.8,3.06,35.28,97.9,81.01,87.4,3.84,2.02,65.14,21.73,12.76,0.11,1.69,197.25,254.6,946.53,86.01
